Project_ID,State,District,Project_Type,Land_Required_Hectare,Land_Acquired_Hectare,Affected_Families,Displaced_Families,Sanction_Date,3A_Notification_Date,3D_Notification_Date,Award_Date,Payment_Date,Possession_Date,Compensation_Amount_Crore,RR_Amount_Crore,Compensation_Status,R&R_Progress_Percent,Legal_Disputes_Count,Possession_Status,Historical_Delay_Days,Risk_Score_0_100,Delay_Label,Data_Basis,date_issue
BHNV-00703,Maharashtra,Nagpur,Railway,54.43,47.2,97,17,2022-10-17,2024-07-14,2026-03-12,2029-01-07,2030-04-04,2031-06-08,208.59,9.02,Mostly paid,100.0,1,Partial possession,2046,48,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00706,Maharashtra,Nashik,Irrigation,22.87,8.56,47,4,2021-12-24,2024-02-03,2024-04-03,2027-06-01,2027-07-04,2028-02-09,42.51,1.26,Pending,82.1,3,Pending,1463,69,1,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00707,Maharashtra,Nashik,National Highway,26.95,24.39,45,5,2023-02-25,2024-02-20,2024-08-16,2027-05-13,2028-07-02,2029-06-14,120.68,2.09,Partially paid,100.0,0,Substantially complete,1330,48,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00710,Madhya Pradesh,Ujjain,Irrigation,43.69,36.03,79,19,2023-07-31,2024-12-09,2026-04-28,2028-02-13,2028-07-19,2028-10-06,176.6,7.23,Mostly paid,100.0,1,Partial possession,1217,50,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00711,Karnataka,Mysuru,National Highway,27.11,22.46,34,9,2023-12-02,2025-05-30,2028-03-20,2028-11-01,2029-03-03,2030-10-15,69.8,0.89,Partially paid,91.7,0,Partial possession,1458,52,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00715,West Bengal,Howrah,Railway,14.66,10.18,28,5,2021-08-27,2023-07-10,2024-05-27,2025-02-06,2026-03-03,2026-08-05,44.07,2.24,Partially paid,100.0,3,Partial possession,764,56,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00716,Tamil Nadu,Madurai,Urban Development,16.28,10.33,23,2,2017-09-21,2020-01-06,2021-08-05,2022-07-30,2022-08-18,2023-09-10,18.59,0.86,Pending,100.0,2,Pending,1136,59,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00718,Uttar Pradesh,Agra,Renewable Energy,30.84,22.97,44,9,2017-08-01,2017-11-20,2019-06-30,2019-09-07,2021-04-11,2022-09-07,42.87,1.09,Partially paid,100.0,0,Partial possession,707,55,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00719,Gujarat,Rajkot,Irrigation,33.72,24.94,58,10,2018-06-21,2019-11-13,2021-02-09,2022-06-04,2023-12-30,2024-10-18,149.46,4.9,Partially paid,93.1,2,Partial possession,1482,55,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00725,Uttar Pradesh,Prayagraj,Industrial Corridor,28.19,18.58,56,10,2018-08-14,2019-09-10,2020-05-24,2023-04-07,2024-09-19,2025-08-07,30.31,3.33,Pending,85.4,2,Partial possession,1865,60,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00726,Madhya Pradesh,Bhopal,Industrial Corridor,17.25,15.33,32,8,2018-09-27,2019-01-27,2021-02-13,2021-07-22,2022-02-18,2023-12-21,76.35,2.22,Mostly paid,95.5,1,Partial possession,1321,48,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00727,Odisha,Bhubaneswar,Renewable Energy,161.51,124.23,310,54,2018-09-13,2018-11-12,2021-08-28,2024-07-23,2025-07-17,2026-06-03,243.66,27.85,Partially paid,85.4,2,Partial possession,1766,56,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00732,Maharashtra,Thane,Industrial Corridor,13.25,9.19,22,8,2019-12-31,2020-03-18,2020-07-04,2023-07-26,2025-03-01,2025-12-31,30.87,1.62,Partially paid,100.0,0,Partial possession,1258,55,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00733,Rajasthan,Jodhpur,Irrigation,37.24,25.57,65,9,2018-06-20,2019-04-03,2019-06-13,2023-09-11,2024-09-13,2025-06-03,161.83,7.69,Partially paid,84.9,1,Partial possession,1711,58,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00734,Karnataka,Bengaluru Urban,Irrigation,21.61,19.15,44,6,2021-09-17,2023-03-18,2025-04-13,2026-08-21,2027-05-02,2028-04-04,85.07,3.97,Partially paid,100.0,0,Partial possession,1598,50,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00737,Bihar,Muzaffarpur,Industrial Corridor,10.34,7.72,15,5,2022-06-20,2022-12-22,2026-06-04,2029-01-04,2030-06-19,2030-08-31,16.65,1.13,Partially paid,98.3,0,Partial possession,2238,54,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00739,Madhya Pradesh,Bhopal,Renewable Energy,14.46,11.61,27,1,2025-10-20,2027-05-18,2029-07-19,2031-01-16,2032-01-17,2032-12-14,52.53,0.91,Partially paid,100.0,0,Partial possession,1924,52,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00741,Madhya Pradesh,Ujjain,Railway,151.56,93.2,269,47,2022-01-13,2022-10-06,2023-09-09,2027-05-19,2027-10-13,2028-07-07,605.26,19.25,Partially paid,100.0,6,Pending,1174,60,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00744,Rajasthan,Ajmer,National Highway,9.44,8.76,17,0,2022-04-23,2022-07-18,2022-10-01,2027-07-04,2028-08-06,2030-01-17,31.8,1.5,Mostly paid,100.0,1,Substantially complete,1771,48,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00747,Tamil Nadu,Chennai,Railway,75.71,53.05,144,21,2023-12-12,2024-02-06,2028-01-21,2029-10-22,2030-10-11,2031-12-01,166.19,9.65,Pending,90.4,3,Partial possession,2167,59,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00748,Rajasthan,Jaipur,Urban Development,271.57,226.55,505,84,2017-09-26,2020-01-10,2020-06-18,2021-06-17,2022-12-14,2025-02-16,722.29,41.53,Partially paid,100.0,16,Partial possession,1947,56,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00750,Gujarat,Vadodara,Irrigation,8.76,5.01,18,2,2021-09-25,2022-03-20,2024-12-13,2026-04-20,2026-11-30,2028-12-04,37.56,0.52,Pending,100.0,1,Pending,1805,60,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00754,Bihar,Gaya,Urban Development,31.02,29.27,60,7,2019-12-25,2020-10-07,2021-07-03,2023-12-15,2025-05-10,2026-12-19,88.47,5.24,Mostly paid,100.0,2,Substantially complete,2023,47,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00755,Gujarat,Ahmedabad,Urban Development,117.92,65.01,218,32,2024-10-28,2027-04-05,2027-07-02,2031-04-29,2031-11-27,2033-06-05,234.1,5.56,Pending,100.0,6,Pending,2245,63,1,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00756,Bihar,Patna,Renewable Energy,5.85,4.83,10,2,2017-05-01,2017-12-05,2019-10-05,2021-06-02,2022-08-31,2024-11-04,18.61,0.78,Partially paid,95.2,0,Partial possession,2023,52,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00758,Gujarat,Vadodara,Irrigation,17.46,11.4,29,1,2021-03-11,2023-04-22,2025-07-20,2026-08-15,2027-04-27,2027-05-21,26.2,0.77,Pending,100.0,1,Partial possession,1492,59,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00759,Karnataka,Bengaluru Urban,National Highway,33.93,18.85,63,7,2024-06-24,2025-12-04,2027-11-05,2030-02-28,2031-01-28,2032-05-12,112.14,5.84,Pending,91.4,0,Pending,1982,61,1,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00761,Maharashtra,Nashik,Urban Development,37.37,32.21,60,12,2023-03-23,2023-12-16,2025-08-15,2026-06-20,2026-07-27,2028-01-10,125.13,3.02,Partially paid,100.0,0,Partial possession,646,50,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00762,Uttar Pradesh,Varanasi,Industrial Corridor,10.91,8.15,20,3,2024-06-13,2025-06-04,2026-07-31,2030-08-27,2031-03-09,2032-04-01,33.43,0.57,Partially paid,86.6,1,Partial possession,2007,55,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00763,Tamil Nadu,Salem,Irrigation,18.15,14.24,30,4,2019-12-26,2020-04-03,2021-05-22,2021-09-10,2022-03-18,2023-09-14,62.6,2.24,Partially paid,100.0,1,Partial possession,478,48,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00765,Tamil Nadu,Chennai,Industrial Corridor,41.63,33.87,80,9,2025-07-03,2027-07-07,2028-09-26,2030-12-22,2032-06-26,2033-07-18,52.61,9.17,Partially paid,93.0,3,Partial possession,2098,53,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00766,Karnataka,Mangaluru,Irrigation,69.43,65.56,123,28,2016-07-25,2016-09-17,2016-12-14,2021-09-20,2023-01-01,2024-12-19,271.38,9.74,Mostly paid,79.9,2,Substantially complete,2563,49,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00771,Tamil Nadu,Salem,Railway,64.31,52.47,124,23,2020-01-22,2020-09-26,2024-03-13,2025-07-23,2027-03-07,2027-10-02,71.38,13.67,Mostly paid,80.5,1,Partial possession,1688,52,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00774,Odisha,Sambalpur,Urban Development,16.85,10.93,37,10,2017-03-29,2017-11-07,2018-01-14,2023-04-27,2023-09-29,2025-07-20,18.32,2.76,Partially paid,78.7,3,Pending,1935,60,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00775,Uttar Pradesh,Kanpur Nagar,Railway,25.45,23.03,54,8,2018-03-09,2018-05-17,2018-10-01,2019-05-17,2019-11-22,2021-02-04,53.38,2.29,Mostly paid,99.9,2,Substantially complete,84,10,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00777,Madhya Pradesh,Ujjain,Railway,52.62,45.03,105,27,2022-11-16,2023-11-23,2025-03-14,2025-04-08,2026-06-30,2026-10-21,217.21,7.23,Mostly paid,100.0,1,Partial possession,679,50,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00778,Odisha,Puri,Urban Development,7.97,7.12,9,2,2016-03-15,2017-08-29,2018-03-28,2022-08-16,2023-11-13,2023-12-27,16.18,0.3,Mostly paid,100.0,0,Partial possession,1840,47,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00780,Tamil Nadu,Madurai,Renewable Energy,23.43,16.8,40,7,2018-11-06,2019-11-06,2020-09-30,2021-12-06,2023-06-05,2025-01-14,81.0,4.74,Partially paid,80.4,5,Partial possession,1183,59,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00781,West Bengal,Bardhaman,Renewable Energy,9.27,6.4,10,1,2020-09-08,2020-10-11,2022-05-01,2023-04-26,2024-05-05,2025-09-18,17.95,0.96,Pending,100.0,0,Partial possession,1189,57,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00784,Tamil Nadu,Coimbatore,Railway,20.87,18.83,40,8,2021-06-25,2022-12-23,2023-02-22,2027-09-06,2028-09-11,2029-02-18,70.21,3.09,Partially paid,93.3,2,Substantially complete,1728,51,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00786,Rajasthan,Alwar,Urban Development,130.5,87.7,203,46,2021-11-28,2022-08-10,2025-10-15,2027-06-05,2027-08-17,2029-04-03,179.22,7.98,Pending,100.0,6,Partial possession,1850,60,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00787,West Bengal,Howrah,Industrial Corridor,20.83,11.55,34,11,2025-02-09,2025-08-07,2028-05-13,2029-02-09,2029-08-09,2030-05-02,64.45,1.0,Pending,100.0,1,Pending,980,62,1,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00788,Rajasthan,Ajmer,Renewable Energy,31.49,22.69,65,12,2022-03-31,2022-12-23,2023-01-19,2026-08-27,2027-05-31,2027-11-23,83.29,3.55,Partially paid,100.0,2,Partial possession,1468,55,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00790,Maharashtra,Nagpur,National Highway,18.08,5.63,30,7,2017-05-11,2017-09-20,2017-10-04,2022-12-16,2023-07-14,2025-05-02,78.26,1.08,Pending,99.9,0,Pending,2366,69,1,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00791,Tamil Nadu,Chennai,Urban Development,32.44,23.92,48,7,2024-07-08,2025-01-28,2028-08-01,2028-09-22,2029-09-25,2030-11-11,126.15,1.92,Partially paid,83.3,2,Partial possession,1540,58,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00792,Bihar,Patna,Industrial Corridor,31.99,29.0,59,16,2019-02-19,2020-06-23,2022-03-03,2023-04-23,2023-06-23,2024-04-03,34.0,3.49,Mostly paid,100.0,3,Substantially complete,1168,49,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00794,Rajasthan,Ajmer,Renewable Energy,12.69,11.68,14,4,2017-12-27,2018-02-28,2020-07-30,2023-08-26,2024-04-26,2025-10-24,53.19,1.35,Mostly paid,100.0,0,Substantially complete,1851,47,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00795,Karnataka,Mysuru,Renewable Energy,24.38,19.91,35,11,2021-01-05,2022-12-19,2023-03-24,2027-04-21,2028-06-19,2029-04-05,23.31,2.68,Partially paid,86.0,0,Partial possession,2184,54,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00796,West Bengal,Kolkata,Irrigation,64.09,34.01,112,18,2020-12-26,2022-06-26,2024-09-25,2026-07-01,2027-05-27,2029-04-29,99.05,9.16,Partially paid,100.0,1,Pending,2423,59,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00797,Gujarat,Surat,Railway,25.03,21.95,35,7,2020-12-21,2022-04-04,2023-06-16,2025-11-12,2026-02-11,2027-10-29,85.07,3.14,Mostly paid,97.9,1,Partial possession,1804,48,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00798,Tamil Nadu,Coimbatore,Irrigation,35.23,29.58,61,11,2025-10-30,2026-09-09,2027-10-11,2027-11-11,2028-01-26,2028-10-13,150.01,3.97,Partially paid,95.1,0,Partial possession,505,49,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00799,West Bengal,Kolkata,Industrial Corridor,35.41,14.28,64,14,2016-04-01,2016-12-11,2019-10-24,2020-12-22,2022-07-30,2023-07-03,136.17,3.48,Pending,95.5,4,Pending,1993,67,1,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00801,Uttar Pradesh,Kanpur Nagar,Railway,52.39,49.78,87,16,2021-05-23,2022-03-05,2023-07-11,2023-08-02,2025-03-06,2026-05-02,48.39,8.95,Mostly paid,100.0,1,Substantially complete,994,46,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00802,West Bengal,Bardhaman,Railway,25.17,20.21,44,10,2024-09-29,2024-12-26,2026-09-29,2031-03-06,2031-06-06,2032-08-04,64.18,1.56,Mostly paid,100.0,4,Partial possession,2247,51,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00805,Karnataka,Mysuru,Industrial Corridor,82.9,61.94,148,26,2017-08-25,2018-04-25,2018-06-17,2022-12-04,2023-01-11,2023-06-27,262.66,15.85,Partially paid,99.2,4,Partial possession,1088,55,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00811,Rajasthan,Jaipur,Renewable Energy,11.24,8.16,23,1,2022-08-31,2023-07-09,2023-09-21,2028-01-01,2028-10-22,2029-11-30,32.84,1.39,Partially paid,87.3,1,Partial possession,1938,56,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00812,Karnataka,Mangaluru,National Highway,10.08,4.18,9,2,2019-10-05,2022-02-11,2023-08-27,2024-11-09,2026-03-14,2027-03-10,20.07,0.44,Pending,99.9,0,Pending,2171,64,1,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00814,Madhya Pradesh,Gwalior,Renewable Energy,18.3,16.7,35,5,2019-01-26,2020-09-19,2021-05-16,2022-01-17,2022-08-08,2023-03-13,73.36,3.72,Partially paid,80.8,0,Substantially complete,935,51,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00815,Bihar,Muzaffarpur,Industrial Corridor,86.04,30.26,152,33,2018-12-02,2019-08-03,2019-12-30,2020-02-21,2021-10-10,2021-11-02,241.21,16.18,Pending,98.8,4,Pending,548,69,1,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00816,Maharashtra,Aurangabad,Renewable Energy,24.86,21.35,41,9,2022-02-08,2023-03-26,2024-08-04,2027-12-01,2029-02-06,2031-01-13,91.76,4.34,Partially paid,100.0,3,Partial possession,2597,51,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00817,Odisha,Sambalpur,Urban Development,15.24,12.62,31,5,2023-07-07,2023-09-19,2026-03-18,2030-01-13,2031-05-10,2033-03-22,15.63,2.34,Partially paid,88.1,2,Partial possession,2780,52,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00820,Rajasthan,Jodhpur,Urban Development,123.75,109.9,238,46,2025-01-19,2026-03-09,2026-07-03,2031-08-03,2032-06-18,2033-03-05,520.71,7.84,Mostly paid,82.1,8,Partial possession,2015,52,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00821,Tamil Nadu,Salem,Irrigation,10.13,4.13,21,2,2017-03-21,2017-07-23,2020-12-03,2021-10-29,2022-05-15,2024-01-16,28.03,2.11,Pending,100.0,0,Pending,1692,67,1,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00822,Karnataka,Bengaluru Urban,Urban Development,248.82,219.27,428,72,2021-04-14,2023-09-19,2024-08-15,2026-08-03,2027-12-08,2028-11-05,597.05,31.08,Partially paid,84.6,10,Partial possession,1945,54,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00824,Bihar,Patna,Renewable Energy,63.43,24.46,107,20,2024-03-14,2024-11-26,2024-12-09,2029-12-21,2030-05-12,2031-01-15,79.96,8.98,Pending,100.0,1,Pending,1965,67,1,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00825,Madhya Pradesh,Ujjain,Urban Development,25.91,22.98,50,10,2017-05-27,2019-01-20,2021-05-06,2021-09-13,2022-12-20,2024-10-11,83.39,1.81,Mostly paid,92.7,0,Partial possession,2097,48,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00826,Tamil Nadu,Salem,Industrial Corridor,21.75,10.87,48,11,2025-11-06,2026-10-18,2027-08-11,2030-10-28,2031-06-29,2031-08-19,24.97,4.87,Pending,100.0,1,Pending,1403,64,1,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00827,Maharashtra,Pune,Irrigation,8.4,6.79,5,0,2018-09-16,2020-10-15,2022-11-05,2024-09-01,2024-10-26,2025-10-20,24.65,0.44,Partially paid,100.0,0,Partial possession,1776,53,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
